,Time Differencing,nx,nt,Relative L2 Error,Ratio
0,bfd1,15000,25,0.07686480111127296,None
1,bfd1,15000,50,0.03869757031494022,1.9862952760524417
2,bfd1,15000,100,0.019415255974117255,1.9931527231229134
3,bfd1,15000,200,0.009724261113530407,1.9965790456925028
4,bfd1,15000,400,0.004866289949925302,1.9982905280191279
5,bfd1,15000,800,0.002434182740506968,1.9991473396577442
6,bfd1,15000,1600,0.0012173506728207332,1.999573988706724
