,Time Differencing,nx,nt,Relative L2 Error,Ratio
0,bfd2,15000,25,0.0005996823590945717,None
1,bfd2,15000,50,0.0001451673121751669,4.130973771636426
2,bfd2,15000,100,3.598730687528643e-05,4.033847619613283
3,bfd2,15000,200,8.973638811965226e-06,4.0103360107721135
4,bfd2,15000,400,2.2381952828285706e-06,4.009318972661127
5,bfd2,15000,800,5.591120250141526e-07,4.003124924333216
6,bfd2,15000,1600,1.4344926796043826e-07,3.8976289873319505
